NPC类型ID	NPC模型路径	模型缩放比例	脚底选择框	物体缩放比例	特效缩放比例	NPC等级	NPC行为类型	NPC分类	NPC名字	名字颜色	名字显示	NPC称号	称号颜色	Title显示	NPC阵营	备注	备注显示	待机对话	NPC对话半身像	NPC目标小头像	Npc功能标志位	Npc功能类型	门派	职业	地图	采集类型	限制条件1	限制条件2	永久定点刷新	出生脚本	背景图	NPC_FLAGS	包围框高度	死亡脚本	动态障碍	坐骑id	目标头像框样式	走路动作频率修正	出生自带特效技能	死亡播放音效	被击播放音效	进入区域喊话ID	点击喊话ID	
31501136	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	69	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501137	"Data\role\mon-boss\special-25\actor.kfm"	1.250000	""	1.000000	1.000000	69	0	2	"烈焰火剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600117	
31501138	"Data\npc\mon-human\2xuanyuan\taoyong03\actor.kfm"	1.500000	""	1.000000	1.000000	78	0	2	"荆棘勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600202	
31501139	"Data\role\mon-boss\special-05\actor.kfm"	1.250000	""	1.000000	1.000000	73	0	2	"天籁仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600111	
31501140	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	79	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501141	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	74	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501142	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	80	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501143	"Data\role\mon-boss\robber-02\actor.kfm"	1.250000	""	1.000000	1.000000	75	0	2	"守护天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207043	0	0	0	0	
31501144	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	81	0	2	"破军战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600213	
31501145	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	76	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501146	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	72	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501147	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	72	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501148	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	71	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501149	"Data\role\mon-boss\special-05\actor.kfm"	1.250000	""	1.000000	1.000000	71	0	2	"天籁仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600111	
31501150	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	72	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501151	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	72	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501152	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	73	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15011	15011	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501153	"Data\role\mon-boss\spy-01\actor.kfm"	1.250000	""	1.000000	1.000000	73	0	2	"破杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600127	
31501154	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	74	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501155	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	74	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15011	15011	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501200	"Data\npc\mon-human\2xuanyuan\taoyong03\actor.kfm"	1.500000	""	1.000000	1.000000	77	0	2	"荆棘勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600202	
31501201	"Data\npc\mon-human\1kunlun\hulijing02\actor02.kfm"	1.250000	""	1.000000	1.000000	70	0	2	"万华神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600113	
31501202	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	76	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501203	"Data\role\mon-boss\knight-06\actor.kfm"	1.250000	""	1.000000	1.000000	71	0	2	"擒龙力士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600100	
31501204	"Data\role\mon-boss\special-04\actor.kfm"	1.500000	""	1.000000	1.000000	77	0	2	"幽韵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600211	
31501205	"Data\role\mon-boss\spy-01\actor.kfm"	1.250000	""	1.000000	1.000000	72	0	2	"破杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600127	
31501206	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.100000	""	1.000000	1.000000	78	0	2	"突破魂武"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600215	
31501207	"Data\npc\mon-human\3jiuli\kulou03\actor.kfm"	1.250000	""	1.000000	1.000000	73	0	2	"不语神使"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501208	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.100000	""	1.000000	1.000000	69	0	2	"突破魂武"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600215	
31501209	"Data\role\mon-boss\spy-01\actor.kfm"	1.250000	""	1.000000	1.000000	69	0	2	"破杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600127	
31501210	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	77	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501211	"Data\npc\mon-human\1kunlun\hulijing02\actor02.kfm"	1.250000	""	1.000000	1.000000	72	0	2	"万华神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600113	
31501212	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	78	0	2	"寒阴剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600204	
31501213	"Data\npc\mon-human\3jiuli\kulou03\actor.kfm"	1.250000	""	1.000000	1.000000	73	0	2	"不语神使"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501214	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	79	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501215	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	74	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501216	"Data\npc\mon-human\1kunlun\nvyao05\actor.kfm"	1.500000	""	1.000000	1.000000	80	0	2	"撼岳战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600212	
31501217	"Data\npc\mon-human\3jiuli\langren02\actor03.kfm"	1.250000	""	1.000000	1.000000	75	0	2	"蛮力勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5004	207051	0	0	0	0	
31501218	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	71	0	2	"寒阴剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600204	
31501219	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	71	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501220	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	80	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501221	"Data\player\1kunlun\male\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	75	0	2	"飘雪寒剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600118	
31501222	"Data\role\mon-boss\special-26\actor.kfm"	1.500000	""	1.000000	1.000000	81	0	2	"破阵神剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600207	
31501223	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	76	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501224	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	82	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600209	
31501225	"Data\npc\mon-human\2xuanyuan\huoyuansu02\actor03.kfm"	1.250000	""	1.000000	1.000000	77	0	2	"冰霜剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600120	
31501226	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	83	0	2	"破军战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600213	
31501227	"Data\npc\mon-human\1kunlun\tianjiang\actor.kfm"	1.250000	""	1.000000	1.000000	78	0	2	"冰封寒剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	31600122	
31501228	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	83	0	2	"怒吼天尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600203	
31501229	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	78	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501230	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	84	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501231	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	79	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501232	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	85	0	2	"神谕琴仙"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600209	
31501233	"Data\npc\mon-human\1kunlun\yaojing02\actor05.kfm"	1.250000	""	1.000000	1.000000	80	0	2	"诛心魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	31600109	
31501234	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	86	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501235	"Data\npc\mon-human\3jiuli\langren02\actor03.kfm"	1.250000	""	1.000000	1.000000	81	0	2	"蛮力勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5004	207051	0	0	0	0	
31501236	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	77	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501237	"Data\role\mon-boss\special-25\actor.kfm"	1.250000	""	1.000000	1.000000	77	0	2	"烈焰火剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600117	
31501238	"Data\npc\mon-human\2xuanyuan\taoyong03\actor.kfm"	1.500000	""	1.000000	1.000000	86	0	2	"荆棘勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600202	
31501239	"Data\role\mon-boss\special-05\actor.kfm"	1.250000	""	1.000000	1.000000	81	0	2	"天籁仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600111	
31501240	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	87	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501241	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	82	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501242	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	88	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501243	"Data\role\mon-boss\robber-02\actor.kfm"	1.250000	""	1.000000	1.000000	83	0	2	"守护天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207043	0	0	0	0	
31501244	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	89	0	2	"破军战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600213	
31501245	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	84	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501246	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	80	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501247	"Data\role\mon-boss\special-12\actor.kfm"	1.250000	""	1.000000	1.000000	80	0	2	"庇护神琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600112	
31501248	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	79	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501249	"Data\role\mon-boss\special-05\actor.kfm"	1.250000	""	1.000000	1.000000	79	0	2	"天籁仙姬"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600111	
31501250	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	80	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501251	"Data\npc\mon-human\3jiuli\mojiang\actor.kfm"	1.250000	""	1.000000	1.000000	80	0	2	"斩杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	31600123	
31501252	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	81	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15012	15012	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501253	"Data\role\mon-boss\spy-01\actor.kfm"	1.250000	""	1.000000	1.000000	81	0	2	"破杀武尊"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600127	
31501254	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	82	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501255	"Data\npc\mon-human\2xuanyuan\taoyong04\actor.kfm"	1.250000	""	1.000000	1.000000	82	0	2	"冰霜使者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15012	15012	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5001	207051	0	0	0	0	
31501300	"Data\role\mon-boss\robber-02\actor.kfm"	1.500000	""	1.000000	1.000000	87	0	2	"真武战士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600200	
31501301	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	88	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15013	15013	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600208	
31501302	"Data\npc\mon-human\2xuanyuan\jiangjun\actor.kfm"	1.250000	""	1.000000	1.000000	84	0	2	"残像天神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	5002	207024	0	0	0	0	
31501303	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.100000	""	1.000000	1.000000	90	0	2	"突破魂武"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600215	
31501304	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	86	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15013	15013	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501305	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.300000	""	1.000000	1.000000	82	0	2	"屠龙武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600201	
31501306	"Data\role\mon-boss\special-08\actor.kfm"	1.500000	""	1.000000	1.000000	83	0	2	"急冻冰剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15013	15013	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	31600208	
31501307	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.200000	""	1.000000	1.000000	84	0	2	"噬灵魔琴"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15013	15013	123	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	31600210	
31501308	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	85	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501309	"Data\npc\mon-human\2xuanyuan\taoyong03\actor.kfm"	1.500000	""	1.000000	1.000000	81	0	2	"荆棘勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600202	
31501310	"Data\npc\mon-human\1kunlun\nvyao05\actor.kfm"	1.500000	""	1.000000	1.000000	86	0	2	"撼岳战神"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	31600212	
31501311	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.300000	""	1.000000	1.000000	87	0	2	"屠龙武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600201	
31501312	"Data\role\mon-boss\special-26\actor.kfm"	1.500000	""	1.000000	1.000000	88	0	2	"破阵神剑"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15013	15013	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	31600207	
31501313	"Data\npc\mon-human\3jiuli\youling03\actor.kfm"	1.500000	""	1.000000	1.000000	89	0	2	"赤阳剑宗"	1	1	""	0	1	0	""	1	""	""	4311103	0	0	0	0	15013	15013	124	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600205	
31501314	"Data\role\mon-boss\ghost-04\actor.kfm"	1.500000	""	1.000000	1.000000	86	0	2	"灭杀武魂"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	31600214	
31501315	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.300000	""	1.000000	1.000000	87	0	2	"屠龙武士"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	31600201	
31501316	"Data\npc\mon-human\2xuanyuan\taoyong03\actor.kfm"	1.500000	""	1.000000	1.000000	88	0	2	"荆棘勇者"	1	1	""	0	1	0	""	1	""	""	4311204	0	0	0	0	15013	15013	122	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	31600202	
