类型ID	有效标志位	名称	部位	颜色	门派职业限制	等级限制	表现类型ID	性别限制	有效期限	允许续费	时间限制ID	允许超时	地点限制ID	允许离开	携带数量上限ID	可否存入仓库	使用次数限制ID	变身模板限制ID	可否修复	最大耐久	耐久扣减速度	鉴定方式	鉴定品质系数	绑定方式	出售设置	丢弃设置	金币价格	声望价格	家族价格	荣誉价格	师德价格	强化规则ID	打孔镶嵌摘除规则ID	铭刻规则ID	附魔规则ID	回炉规则ID	分解规则ID	白色属性池ID	白色属性等级	蓝色属性池ID	蓝色属性数下限	蓝色属性数上限	蓝色属性等级	技能激活池ID	所属套装ID	模型路径	模型类别	图标前景ID	图标背景ID	掉落图标ID	装备特效规则ID	描述文本	攻击间隔	掉落特效ID	碎片ID	碎片数量
61007020	1	星耀带	6	2	10	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3000	10000	100	100	100	61100020	0	2	11	61007020	10011	1061000	55	2061010	3	3	27	0	0	0	0	2061003	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307006	2
71007020	1	星耀裤	7	2	10	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3500	10000	100	100	100	71100020	0	2	11	71007020	10011	1071000	55	2071010	3	3	27	0	0	0	0	2071003	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307007	2
81007020	1	星耀鞋	8	2	10	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	81100020	0	2	11	81007020	10011	1081000	55	2081010	2	2	17	0	0	0	0	2081003	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307008	2
91007020	0	星耀护腕	9	2	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	2	1	0	3000	10000	100	100	100	91100020	0	2	11	91007020	10011	1091000	55	2091010	2	2	17	0	0	0	0	2091003	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307009	2
101007020	1	星耀手套	10	2	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	101100020	0	2	11	101007020	10011	1101000	55	2101010	2	2	17	0	0	0	0	2101003	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307010	2
111007020	1	晨星[攻击]	11	2	10	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	100	111100020	0	2	11	111007020	10011	1111000	18	2111010	2	2	13	0	0	0	0	2111003	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307011	2
1107030	1	星月影	0	3	11	70	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	24000	10000	100	100	100	1100030	1	2	11	1107030	10	1001000	72	2001010	3	3	28	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400407000	5
1207030	1	玉兔怨	0	3	12	70	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	24000	10000	100	100	100	1100030	1	2	11	1207030	10	1001000	72	2001010	3	3	28	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400407000	5
11007030	1	七星冠	1	3	10	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	11100030	0	2	11	11007030	10011	1011000	72	2011010	3	3	17	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407001	5
21007030	1	伴月[攻击]	2	3	10	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	100	21100030	0	2	11	21007030	10011	1021000	24	2021010	2	2	14	0	0	0	0	2021003	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407002	5
31007030	1	天枢[物防]	3	3	10	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	12400	10000	100	100	100	31100030	0	2	11	31007030	10011	1031000	24	2031010	2	2	14	0	0	0	0	2031003	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407003	5
41007030	1	七星护肩	4	3	10	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	41100030	0	2	11	41007030	10011	1041000	72	2041010	3	3	17	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407004	5
51007030	1	七星裳	5	3	10	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	13800	10000	100	100	100	51100030	7	2	11	51007030	10011	1051000	72	2051010	3	3	28	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407005	5
61007030	1	七星带	6	3	10	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	12000	10000	100	100	100	61100030	5	2	11	61007030	10011	1061000	72	2061010	3	3	28	0	0	0	0	2061003	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407006	5
71007030	1	七星裤	7	3	10	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	14000	10000	100	100	100	71100030	7	2	11	71007030	10011	1071000	72	2071010	3	3	28	0	0	0	0	2071003	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407007	5
81007030	1	七星鞋	8	3	10	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	81100030	0	2	11	81007030	10011	1081000	72	2081010	3	3	17	0	0	0	0	2081003	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407008	5
91007030	0	七星护腕	9	3	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	91100030	0	2	11	91007030	10011	1091000	72	2091010	3	3	17	0	0	0	0	2091003	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407009	5
101007030	1	七星手套	10	3	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	101100030	0	2	11	101007030	10011	1101000	72	2101010	3	3	17	0	0	0	0	2101003	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407010	5
111007030	1	北斗[攻击]	11	3	10	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	100	111100030	0	2	11	111007030	10011	1111000	24	2111010	2	2	14	0	0	0	0	2111003	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407011	5
1107040	1	破星魂	0	4	11	70	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	72000	10000	100	100	100	1100040	2	2	11	1107040	10	1001000	93	2001010	3	3	32	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400507000	10
1207040	1	雀幽胧	0	4	12	70	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	72000	10000	100	100	100	1100040	2	2	11	1207040	10	1001000	93	2001010	3	3	32	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400507000	10
11007040	1	星辰冠	1	4	10	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	36000	10000	100	100	100	11100040	0	2	11	11007040	10011	1011000	93	2011010	4	4	17	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507001	10
21007040	1	四象魂[攻击]	2	4	10	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	100	21100040	0	2	11	21007040	10011	1021000	31	2021010	2	2	16	0	0	0	0	2021003	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507002	10
31007040	1	繁星落[物防]	3	4	10	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	37200	10000	100	100	100	31100040	0	2	11	31007040	10011	1031000	31	2031010	2	2	16	0	0	0	0	2031003	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507003	10
41007040	1	星辰护肩	4	4	10	83	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	36000	10000	100	100	100	41100040	0	2	11	41007040	10011	1041000	93	2041010	4	4	17	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507004	10
51007040	1	星辰裳	5	4	10	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	41400	10000	100	100	100	51100040	8	2	11	51007040	10011	1051000	93	2051010	3	3	32	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507005	10
61007040	1	星辰带	6	4	10	83	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	36000	10000	100	100	100	61100040	6	2	11	61007040	10011	1061000	93	2061010	3	3	32	0	0	0	0	2061003	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507006	10
71007040	1	星辰裤	7	4	10	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	42000	10000	100	100	100	71100040	8	2	11	71007040	10011	1071000	93	2071010	3	3	32	0	0	0	0	2071003	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507007	10
81007040	1	星辰鞋	8	4	10	90	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	36000	10000	100	100	100	81100040	0	2	11	81007040	10011	1081000	93	2081010	4	4	17	0	0	0	0	2081003	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507008	10
91007040	0	星辰护腕	9	4	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	36000	10000	100	100	100	91100040	0	2	11	91007040	10011	1091000	93	2091010	4	4	17	0	0	0	0	2091003	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507009	10
101007040	1	星辰手套	10	4	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	36000	10000	100	100	100	101100040	0	2	11	101007040	10011	1101000	93	2101010	4	4	17	0	0	0	0	2101003	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507010	10
111007040	1	星宿环[攻击]	11	4	10	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	100	111100040	0	2	11	111007040	10011	1111000	31	2111010	2	2	16	0	0	0	0	2111003	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507011	10
																																																								
2107000	1	冰怨	0	0	21	70	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	600	10000	100	100	100	0	0	1	10	2107000	10	1002000	34	2002000	0	0	0	0	0	Data/player/9weapon/070glaive.nif	0	2002103	9000003	7002100	21070	""	600	0	0	0
2207000	1	紫阳	0	0	22	70	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	600	10000	100	100	100	0	0	1	10	2207000	10	1002000	34	2002000	0	0	0	0	0	Data/player/9weapon/070blade.nif	23	2002203	9000003	7002200	22070	""	300	0	0	0
12007000	1	凤阳冠	1	0	20	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	12007000	10011	1012000	34	2012000	0	0	0	0	0	Data/player/2xuanyuan/%s/070hair.nif	1	2012003	9000003	7012000	0	""	-1	0	0	0
22007000	1	赤凤[攻击]	2	0	20	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	100	0	0	1	10	22007000	10011	1022000	12	2022000	0	0	0	0	0	0	0	2022003	9000003	7022000	0	""	-1	0	0	0
32007000	1	火耀阳[物防]	3	0	20	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	310	10000	100	100	100	0	0	1	10	32007000	10011	1032000	12	2032000	0	0	0	0	0	0	0	2032003	9000003	7032000	0	""	-1	0	0	0
42007000	1	凤阳肩甲	4	0	20	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	42007000	10011	1042000	34	2042000	0	0	0	0	0	Data/player/2xuanyuan/%s/070sdr.nif	4	2042003	9000003	7042000	0	""	-1	0	0	0
52007000	1	凤阳铠	5	0	20	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	345	10000	100	100	100	0	0	1	10	52007000	10011	1052000	34	2052000	0	0	0	0	0	Data/player/2xuanyuan/%s/070body.nif	5	2052003	9000003	7052000	520070	""	-1	0	0	0
62007000	1	凤阳索	6	0	20	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	62007000	10011	1062000	34	2062000	0	0	0	0	0	0	0	2062003	9000003	7062000	0	""	-1	0	0	0
72007000	1	凤阳裤	7	0	20	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	350	10000	100	100	100	0	0	1	10	72007000	10011	1072000	34	2072000	0	0	0	0	0	0	0	2072003	9000003	7072000	0	""	-1	0	0	0
82007000	1	凤阳鞋	8	0	20	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	82007000	10011	1082000	34	2082000	0	0	0	0	0	0	0	2082003	9000003	7082000	0	""	-1	0	0	0
92007000	0	凤阳护腕	9	0	20	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	92007000	10011	1092000	34	2092000	0	0	0	0	0	0	0	2092003	9000003	7092000	0	""	-1	0	0	0
102007000	1	凤阳手套	10	0	20	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	102007000	10011	1102000	34	2102000	0	0	0	0	0	0	0	2102003	9000003	7102000	0	""	-1	0	0	0
112007000	1	浴火祭[攻击]	11	0	20	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	100	0	0	1	10	112007000	10011	1112000	12	2112000	0	0	0	0	0	0	0	2112003	9000003	7112000	0	""	-1	0	0	0
2107010	1	逆袭	0	1	21	70	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	1200	10000	100	100	100	2100010	0	2	11	2107010	10	1002000	39	2002000	1	1	23	0	0	Data/player/9weapon/070glaive.nif	0	2002103	9000003	7002100	21070	""	600	0	0	0
2207010	1	御空	0	1	22	70	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	1200	10000	100	100	100	2100010	0	2	11	2207010	10	1002000	39	2002000	1	1	23	0	0	Data/player/9weapon/070blade.nif	23	2002203	9000003	7002200	22070	""	300	0	0	0
12007010	1	凤翔冠	1	1	20	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	12100010	0	2	11	12007010	10011	1012000	39	2012000	1	1	17	0	0	Data/player/2xuanyuan/%s/070hair.nif	1	2012003	9000003	7012000	0	""	-1	0	0	0
22007010	1	凤影[攻击]	2	1	20	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	100	22100010	0	2	11	22007010	10011	1022000	15	2022000	1	1	11	0	0	0	0	2022003	9000003	7022000	0	""	-1	0	0	0
32007010	1	翼双飞[物防]	3	1	20	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	620	10000	100	100	100	32100010	0	2	11	32007010	10011	1032000	15	2032000	1	1	11	0	0	0	0	2032003	9000003	7032000	0	""	-1	0	0	0
42007010	1	凤翔肩甲	4	1	20	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	42100010	0	2	11	42007010	10011	1042000	39	2042000	1	1	17	0	0	Data/player/2xuanyuan/%s/070sdr.nif	4	2042003	9000003	7042000	0	""	-1	0	0	0
52007010	1	凤翔铠	5	1	20	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	690	10000	100	100	100	52100010	0	2	11	52007010	10011	1052000	39	2052000	1	1	23	0	0	Data/player/2xuanyuan/%s/070body.nif	5	2052003	9000003	7052000	520070	""	-1	0	0	0
62007010	1	凤翔索	6	1	20	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	600	10000	100	100	100	62100010	0	2	11	62007010	10011	1062000	39	2062000	1	1	23	0	0	0	0	2062003	9000003	7062000	0	""	-1	0	0	0
72007010	1	凤翔裤	7	1	20	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	700	10000	100	100	100	72100010	0	2	11	72007010	10011	1072000	39	2072000	1	1	23	0	0	0	0	2072003	9000003	7072000	0	""	-1	0	0	0
82007010	1	凤翔鞋	8	1	20	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	82100010	0	2	11	82007010	10011	1082000	39	2082000	1	1	17	0	0	0	0	2082003	9000003	7082000	0	""	-1	0	0	0
92007010	0	凤翔护腕	9	1	20	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	2	1	0	600	10000	100	100	100	92100010	0	2	11	92007010	10011	1092000	39	2092000	1	1	17	0	0	0	0	2092003	9000003	7092000	0	""	-1	0	0	0
102007010	1	凤翔手套	10	1	20	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	102100010	0	2	11	102007010	10011	1102000	39	2102000	1	1	17	0	0	0	0	2102003	9000003	7102000	0	""	-1	0	0	0
112007010	1	凤栖梧[攻击]	11	1	20	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	100	112100010	0	2	11	112007010	10011	1112000	15	2112000	1	1	11	0	0	0	0	2112003	9000003	7112000	0	""	-1	0	0	0
2107020	1	清吟	0	2	21	70	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	6000	10000	100	100	100	2100020	0	2	11	2107020	10	1002000	55	2002010	3	3	27	0	0	Data/player/9weapon/070glaive.nif	0	2002103	9000003	7002100	21070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	600	0	400307000	2
2207020	1	冰语	0	2	22	70	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	6000	10000	100	100	100	2100020	0	2	11	2207020	10	1002000	55	2002010	3	3	27	0	0	Data/player/9weapon/070blade.nif	23	2002203	9000003	7002200	22070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	300	0	400307000	2
12007020	1	凤鸣冠	1	2	20	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	12100020	0	2	11	12007020	10011	1012000	55	2012010	2	2	17	0	0	Data/player/2xuanyuan/%s/070hair.nif	1	2012003	9000003	7012000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307001	2
22007020	1	凤语[攻击]	2	2	20	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	100	22100020	0	2	11	22007020	10011	1022000	18	2022010	2	2	13	0	0	0	0	2022003	9000003	7022000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307002	2
32007020	1	落凤曲[物防]	3	2	20	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3100	10000	100	100	100	32100020	0	2	11	32007020	10011	1032000	18	2032010	2	2	13	0	0	0	0	2032003	9000003	7032000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307003	2
42007020	1	凤鸣肩甲	4	2	20	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	42100020	0	2	11	42007020	10011	1042000	55	2042010	2	2	17	0	0	Data/player/2xuanyuan/%s/070sdr.nif	4	2042003	9000003	7042000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307004	2
52007020	1	凤鸣铠	5	2	20	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3450	10000	100	100	100	52100020	0	2	11	52007020	10011	1052000	55	2052010	3	3	27	0	0	Data/player/2xuanyuan/%s/070body.nif	5	2052003	9000003	7052000	520070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307005	2
62007020	1	凤鸣索	6	2	20	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3000	10000	100	100	100	62100020	0	2	11	62007020	10011	1062000	55	2062010	3	3	27	0	0	0	0	2062003	9000003	7062000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307006	2
72007020	1	凤鸣裤	7	2	20	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3500	10000	100	100	100	72100020	0	2	11	72007020	10011	1072000	55	2072010	3	3	27	0	0	0	0	2072003	9000003	7072000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307007	2
82007020	1	凤鸣鞋	8	2	20	79	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	82100020	0	2	11	82007020	10011	1082000	55	2082010	2	2	17	0	0	0	0	2082003	9000003	7082000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307008	2
92007020	0	凤鸣护腕	9	2	20	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	2	1	0	3000	10000	100	100	100	92100020	0	2	11	92007020	10011	1092000	55	2092010	2	2	17	0	0	0	0	2092003	9000003	7092000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307009	2
102007020	1	凤鸣手套	10	2	20	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	102100020	0	2	11	102007020	10011	1102000	55	2102010	2	2	17	0	0	0	0	2102003	9000003	7102000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307010	2
112007020	1	悲焚天[攻击]	11	2	20	79	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	100	112100020	0	2	11	112007020	10011	1112000	18	2112010	2	2	13	0	0	0	0	2112003	9000003	7112000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307011	2
2107030	1	碧影	0	3	21	70	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	24000	10000	100	100	100	2100030	1	2	11	2107030	10	1002000	72	2002010	3	3	28	0	0	Data/player/9weapon/070glaive.nif	0	2002103	9000003	7002100	21070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	600	0	400407000	5
2207030	1	幻穹	0	3	22	70	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	24000	10000	100	100	100	2100030	1	2	11	2207030	10	1002000	72	2002010	3	3	28	0	0	Data/player/9weapon/070blade.nif	23	2002203	9000003	7002200	22070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	300	0	400407000	5
12007030	1	凤舞冠	1	3	20	83	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	12100030	0	2	11	12007030	10011	1012000	72	2012010	3	3	17	0	0	Data/player/2xuanyuan/%s/070hair.nif	1	2012003	9000003	7012000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407001	5
22007030	1	凤歌[攻击]	2	3	20	79	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	100	22100030	0	2	11	22007030	10011	1022000	24	2022010	2	2	14	0	0	0	0	2022003	9000003	7022000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407002	5
32007030	1	炎之怨[物防]	3	3	20	75	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	12400	10000	100	100	100	32100030	0	2	11	32007030	10011	1032000	24	2032010	2	2	14	0	0	0	0	2032003	9000003	7032000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407003	5
42007030	1	凤舞肩甲	4	3	20	73	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	12000	10000	100	100	100	42100030	0	2	11	42007030	10011	1042000	72	2042010	3	3	17	0	0	Data/player/2xuanyuan/%s/070sdr.nif	4	2042003	9000003	7042000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407004	5
52007030	1	凤舞铠	5	3	20	80	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	13800	10000	100	100	100	52100030	7	2	11	52007030	10011	1052000	72	2052010	3	3	28	0	0	Data/player/2xuanyuan/%s/070body.nif	5	2052003	9000003	7052000	520070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407005	5
62007030	1	凤舞索	6	3	20	80	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	12000	10000	100	100	100	62100030	5	2	11	62007030	10011	1062000	72	2062010	3	3	28	0	0	0	0	2062003	9000003	7062000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407006	5
72007030	1	凤舞裤	7	3	20	87	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	14000	10000	100	100	100	72100030	7	2	11	72007030	10011	1072000	72	2072010	3	3	28	0	0	0	0	2072003	9000003	7072000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407007	5
